time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-01-12T08:16:18.802Z,65.8626,-149.7113,7.9,1.4,ml,,,,0.91,ak,ak18036465,2018-01-23T00:37:08.347Z,"105km NNE of Manley Hot Springs, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2018-01-12T08:16:04.340Z,36.7935,-121.5065,9.64,1.19,md,25,66,0.04162,0.08,nc,nc72952980,2018-01-17T12:05:02.790Z,"6km SSE of San Juan Bautista, CA",earthquake,0.26,0.41,0.261,24,reviewed,nc,nc
2018-01-12T08:14:26.840Z,38.8218333,-122.7793333,0.47,0.21,md,8,92,0.008627,0.02,nc,nc72953030,2018-01-17T09:43:02.458Z,"5km W of Cobb, CA",earthquake,0.26,0.51,0.044,2,reviewed,nc,nc
2018-01-12T08:13:27.820Z,33.5041667,-116.7921667,4.4,0.66,ml,28,35,0.07635,0.13,ci,ci38085712,2018-01-12T14:54:13.540Z,"10km NE of Aguanga, CA",earthquake,0.17,0.45,0.118,20,reviewed,ci,ci
2018-01-12T08:10:48.860Z,27.9648,140.0239,426.98,4.2,mb,,79,2.104,0.31,us,us2000cisi,2018-01-12T09:11:33.040Z,"237km WNW of Chichi-shima, Japan",earthquake,11.5,6.2,0.071,55,reviewed,us,us
2018-01-12T08:07:48.600Z,44.6471667,-110.7513333,3.53,0.3,md,6,130,0.07487,0.22,uu,uu60014519,2018-01-12T23:45:55.010Z,"21km NNE of Old Faithful Geyser, Wyoming",earthquake,0.91,3.74,0.19,5,reviewed,uu,uu
2018-01-12T08:07:34.760Z,44.6591667,-110.7578333,2.06,0.08,md,7,116,0.07617,0.11,uu,uu60264992,2018-01-12T23:41:15.550Z,"22km NNE of Old Faithful Geyser, Wyoming",earthquake,0.52,9.06,0.383,3,reviewed,uu,uu
2018-01-12T07:57:34.253Z,60.0516,-141.1182,3.3,1.7,ml,,,,0.88,ak,ak18036462,2018-01-18T03:34:12.569Z,"73km E of Cape Yakataga, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2018-01-12T07:55:00.610Z,36.8676,-97.4557,5,2.7,mb_lg,,93,0.146,0.18,us,us2000cirx,2018-01-12T15:44:27.703Z,"16km WNW of Blackwell, Oklahoma",earthquake,1.2,2,0.102,25,reviewed,us,us
2018-01-12T07:49:38.979Z,59.93,-152.9866,111,2.3,ml,,,,0.63,ak,ak18036458,2018-01-18T03:34:11.946Z,"63km SSW of Redoubt Volcano, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2018-01-12T07:46:21.409Z,39.3842,-119.7522,6.1,1.1,ml,20,52.05,0.011,0.2378,nn,nn00618035,2018-01-22T23:14:42.906Z,"12km NW of Virginia City, Nevada",earthquake,,1.1,0.42,6,reviewed,nn,nn
2018-01-12T07:46:07.205Z,39.3832,-119.7411,5.6,0.4,ml,6,199.76,0.02,0.1166,nn,nn00618033,2018-01-13T02:40:32.899Z,"11km NW of Virginia City, Nevada",earthquake,,1.9,0.17,2,reviewed,nn,nn
2018-01-12T07:45:25.793Z,39.3803,-119.7461,5.1,0.5,ml,4,199.71,0.018,0.1846,nn,nn00618031,2018-01-13T02:40:23.585Z,"11km NW of Virginia City, Nevada",earthquake,,2.5,0.05,2,reviewed,nn,nn
2018-01-12T07:38:40.765Z,39.3806,-119.7451,6,1.3,ml,20,52.76,0.018,0.2083,nn,nn00618030,2018-01-13T02:40:21.677Z,"11km NW of Virginia City, Nevada",earthquake,,1.1,0.59,5,reviewed,nn,nn
2018-01-12T07:35:28.340Z,37.8628333,-122.2506667,11.83,1.41,md,54,34,0.009137,0.08,nc,nc72952975,2018-01-13T04:14:03.001Z,"2km ESE of Berkeley, CA",earthquake,0.17,0.3,0.155,37,reviewed,nc,nc
2018-01-12T07:31:51.770Z,38.7608337,-122.7266693,2.14,0.87,md,8,217,0.01444,0.03,nc,nc72952970,2018-01-12T07:46:04.921Z,"3km SE of The Geysers, CA",earthquake,0.91,0.63,0.09,3,automatic,nc,nc
2018-01-12T07:30:01.340Z,38.3211667,-108.9776667,-1.12,2.27,md,10,86,0.08554,0.06,uu,uu60264987,2018-01-16T19:37:18.210Z,"57km ESE of Moab, Utah",earthquake,0.23,0.29,0.156,5,reviewed,uu,uu
2018-01-12T07:17:19.099Z,39.3804,-119.7379,5.1,0.2,ml,6,163.56,0.023,0.1452,nn,nn00618026,2018-01-13T02:40:02.007Z,"10km NW of Virginia City, Nevada",earthquake,,1.9,0.11,2,reviewed,nn,nn
2018-01-12T07:16:16.487Z,53.2781,-166.3744,20,1.9,ml,,,,0.26,ak,ak18089470,2018-01-18T03:34:11.517Z,"67km S of Unalaska, Alaska",earthquake,,1.9,,,reviewed,ak,ak
2018-01-12T07:12:58.049Z,39.3829,-119.746,7,0.8,ml,16,87.86,0.016,0.2202,nn,nn00618025,2018-01-13T02:40:00.361Z,"11km NW of Virginia City, Nevada",earthquake,,1.5,0.44,4,reviewed,nn,nn
2018-01-12T07:11:52.709Z,39.3814,-119.7399,4.9,0.3,ml,5,104.43,0.021,0.134,nn,nn00618024,2018-01-13T02:39:58.104Z,"11km NW of Virginia City, Nevada",earthquake,,2.2,0.06,2,reviewed,nn,nn
2018-01-12T07:10:16.012Z,63.0936,-151.515,5.8,1,ml,,,,0.61,ak,ak18036086,2018-01-18T03:34:11.076Z,"111km NW of Talkeetna, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2018-01-12T07:09:50.119Z,39.3805,-119.7409,6.1,0.9,ml,14,95.79,0.021,0.1946,nn,nn00618023,2018-01-13T02:39:56.502Z,"11km NW of Virginia City, Nevada",earthquake,,1.5,0.53,5,reviewed,nn,nn
2018-01-12T07:08:31.848Z,39.3802,-119.7412,5.7,0.9,ml,10,163,0.021,0.1241,nn,nn00618022,2018-01-13T02:39:54.413Z,"11km NW of Virginia City, Nevada",earthquake,,1.3,0.19,4,reviewed,nn,nn
2018-01-12T07:05:46.995Z,39.381,-119.7491,6.3,1,ml,16,118.06,0.015,0.2151,nn,nn00618021,2018-01-13T02:39:52.499Z,"11km NW of Virginia City, Nevada",earthquake,,1.3,0.44,5,reviewed,nn,nn
2018-01-12T06:59:28.500Z,19.4273333,-155.6065,-0.83,0.71,md,9,112,0.02462,0.09,hv,hv70012312,2018-01-12T22:59:31.350Z,"27km E of Honaunau-Napoopoo, Hawaii",earthquake,0.38,0.58,0.087,6,reviewed,hv,hv
2018-01-12T06:57:50.794Z,39.3842,-119.7433,6.8,0.5,ml,9,162.04,0.018,0.1757,nn,nn00618020,2018-01-13T02:39:50.112Z,"11km NW of Virginia City, Nevada",earthquake,,2.3,0.11,3,reviewed,nn,nn
2018-01-12T06:57:05.585Z,39.3814,-119.7449,6.1,0.8,ml,8,199.65,0.018,0.1656,nn,nn00618019,2018-01-13T02:39:48.303Z,"11km NW of Virginia City, Nevada",earthquake,,1.4,0.3,3,reviewed,nn,nn
2018-01-12T06:55:11.693Z,39.384,-119.7525,6.6,1.6,ml,35,52.03,0.011,0.1737,nn,nn00617935,2018-01-22T23:16:32.252Z,"12km NW of Virginia City, Nevada",earthquake,,0.8,0.29,20,reviewed,nn,nn
2018-01-12T06:53:19.760Z,36.723,-121.3683333,2.35,1.8,md,36,87,0.0554,0.07,nc,nc72952960,2018-01-13T02:47:02.950Z,"9km SSW of Tres Pinos, CA",earthquake,0.17,0.6,0.292,37,reviewed,nc,nc
2018-01-12T06:51:20.782Z,63.0827,-151.5319,9.6,1.1,ml,,,,0.64,ak,ak18089468,2018-01-18T03:34:10.621Z,"111km NW of Talkeetna, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2018-01-12T06:44:06.797Z,39.3822,-119.7466,6.5,1.6,ml,31,52.57,0.016,0.1747,nn,nn00617934,2018-01-13T02:37:21.883Z,"11km NW of Virginia City, Nevada",earthquake,,0.9,0.31,22,reviewed,nn,nn
2018-01-12T06:43:47.860Z,17.8995,-67.0505,10,1.66,md,3,329,0.0702,0.15,pr,pr2018012004,2018-01-12T08:08:40.906Z,"8km S of La Parguera, Puerto Rico",earthquake,1.86,0.94,0.04,3,reviewed,pr,pr
2018-01-12T06:43:25.276Z,62.5498,-151.0246,79.2,1.4,ml,,,,0.48,ak,ak18036081,2018-01-18T03:34:10.132Z,"53km WNW of Talkeetna, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2018-01-12T06:28:34.650Z,33.511,-116.797,5.03,0.18,ml,21,97,0.07369,0.11,ci,ci38085704,2018-01-12T17:22:12.210Z,"10km NE of Aguanga, CA",earthquake,0.16,0.88,0.028,5,reviewed,ci,ci
2018-01-12T06:28:05.246Z,39.3819,-119.7412,6.6,0.7,ml,11,95.73,0.02,0.1694,nn,nn00618012,2018-01-13T02:39:36.045Z,"11km NW of Virginia City, Nevada",earthquake,,2,0.08,3,reviewed,nn,nn
2018-01-12T06:21:11.912Z,60.4994,-150.8678,16.5,1.5,ml,,,,0.45,ak,ak18089466,2018-01-18T03:34:09.664Z,"7km SW of Sterling, Alaska",earthquake,,1.8,,,reviewed,ak,ak
2018-01-12T06:11:19.669Z,39.3814,-119.7442,6.7,0.7,ml,9,162.27,0.018,0.1884,nn,nn00618009,2018-01-13T02:39:33.904Z,"11km NW of Virginia City, Nevada",earthquake,,2,0.32,4,reviewed,nn,nn
2018-01-12T06:00:05.984Z,51.2374,-177.9034,24.3,2.1,ml,,,,0.33,ak,ak18089465,2018-01-18T03:34:09.247Z,"73km SSE of Tanaga Volcano, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2018-01-12T05:52:01.401Z,63.4885,-151.3116,5.3,1.7,ml,,,,0.6,ak,ak18035709,2018-01-18T03:34:08.771Z,"118km W of Cantwell, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2018-01-12T05:42:06.620Z,34.4193333,-119.9968333,0.81,1.82,ml,22,74,0.1276,0.2,ci,ci38085568,2018-01-12T16:03:00.144Z,"12km W of Isla Vista, CA",earthquake,0.31,0.48,0.14,22,reviewed,ci,ci
2018-01-12T05:39:46.770Z,38.8185005,-122.7823334,1.47,0.53,md,7,92,0.00539,0.02,nc,nc72952945,2018-01-12T06:01:03.661Z,"5km NNW of The Geysers, CA",earthquake,0.67,0.8,0.03,2,automatic,nc,nc
2018-01-12T05:37:24.040Z,19.4623333,-155.6003333,-1.1,0.71,md,8,90,0.01069,0.12,hv,hv70012272,2018-01-12T22:57:28.560Z,"27km E of Honaunau-Napoopoo, Hawaii",earthquake,0.44,0.23,0.107,5,reviewed,hv,hv
2018-01-12T05:37:11.850Z,37.6621667,-118.9028333,-0.68,0.7,md,18,132,0.007643,0.05,nc,nc72952940,2018-01-12T17:43:02.604Z,"7km ENE of Mammoth Lakes, CA",earthquake,0.29,0.16,0.368,16,reviewed,nc,nc
2018-01-12T05:25:05.122Z,62.2373,-149.1354,34.2,1.6,ml,,,,0.54,ak,ak18035707,2018-01-18T03:34:08.267Z,"38km ENE of Y, Alaska",earthquake,,1,,,reviewed,ak,ak
2018-01-12T05:16:16.910Z,36.8525,-121.4383333,4.43,0.8,md,0,85,0.04885,0.12,nc,nc72952935,2018-01-16T17:22:03.198Z,"4km W of Hollister, CA",earthquake,0.35,1.06,0.196,15,reviewed,nc,nc
2018-01-12T05:13:30.500Z,34.0261667,-116.7028333,9.6,1.07,ml,52,57,0.04721,0.14,ci,ci38085560,2018-01-12T15:59:03.124Z,"12km WSW of Morongo Valley, CA",earthquake,0.15,0.28,0.123,29,reviewed,ci,ci
2018-01-12T05:12:25.670Z,33.5186667,-116.7938333,6.97,0.63,ml,30,40,0.06635,0.17,ci,ci38085552,2018-01-12T14:55:23.070Z,"11km NE of Aguanga, CA",earthquake,0.21,0.94,0.142,22,reviewed,ci,ci
2018-01-12T05:08:54.129Z,58.9574,-154.2771,120.4,2.2,ml,,,,0.3,ak,ak18089462,2018-01-18T03:34:07.781Z,"95km SSE of Old Iliamna, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2018-01-12T05:04:10.940Z,38.8136667,-122.8358333,1.57,0.27,md,9,75,0.007071,0.04,nc,nc72952930,2018-01-12T18:15:04.757Z,"8km WNW of The Geysers, CA",earthquake,0.55,0.74,,1,reviewed,nc,nc
2018-01-12T04:50:03.062Z,37.777,-116.3626,0,0.8,ml,12,192.7,0.487,0.2533,nn,nn00617933,2018-01-13T02:37:12.150Z,"45km S of Warm Springs, Nevada",earthquake,,18.3,0.26,6,reviewed,nn,nn
2018-01-12T04:49:35.300Z,33.2238333,-116.3806667,4.79,1.5,ml,53,59,0.05379,0.2,ci,ci38085544,2018-01-12T14:55:19.810Z,"4km S of Borrego Springs, CA",earthquake,0.23,0.57,0.213,26,reviewed,ci,ci
2018-01-12T04:46:54.923Z,61.8191,-148.5249,30.8,1.1,ml,,,,0.63,ak,ak18089461,2018-01-18T03:34:07.324Z,"17km E of Sutton-Alpine, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2018-01-12T04:41:13.368Z,62.9605,-149.5338,79.8,1.3,ml,,,,0.34,ak,ak18089460,2018-01-18T03:34:06.859Z,"56km SSW of Cantwell, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2018-01-12T04:39:36.030Z,33.6466667,-116.7126667,13.01,0.25,ml,23,55,0.03928,0.1,ci,ci38085536,2018-01-12T17:14:53.054Z,"10km S of Idyllwild, CA",earthquake,0.21,0.34,0.168,8,reviewed,ci,ci
2018-01-12T04:27:20.704Z,63.214,-150.5357,120.9,1.5,ml,,,,0.32,ak,ak18089459,2018-01-18T03:34:06.414Z,"81km WSW of Cantwell, Alaska",earthquake,,1,,,reviewed,ak,ak
2018-01-12T04:23:25.290Z,12.5938,-88.822,28.84,4.7,mb,,154,1.157,1.12,us,us2000ciqn,2018-01-16T06:40:53.683Z,"81km SSW of Puerto El Triunfo, El Salvador",earthquake,6.6,3.9,0.061,85,reviewed,us,us
2018-01-12T04:20:25.380Z,34.5688333,-120.6325,1,2,ml,20,190,0.1086,0.26,ci,ci38085408,2018-01-12T15:45:54.199Z,"18km WSW of Lompoc, CA",earthquake,0.56,0.78,0.197,18,reviewed,ci,ci
2018-01-12T04:16:07.410Z,18.4907,96.126,29.1,4.4,mb,,158,2.673,0.74,us,us2000ciql,2018-01-13T08:30:04.086Z,"32km W of Pyu, Burma",earthquake,6.8,7.5,0.127,18,reviewed,us,us
2018-01-12T04:04:54.110Z,65.6391,-145.0043,8.9,1.7,ml,,,,0.61,ak,ak18035337,2018-01-18T03:34:05.934Z,"23km NW of Circle Hot Springs Station, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2018-01-12T04:04:26.030Z,38.8133316,-122.8183365,2.92,0.55,md,6,108,0.009571,0.02,nc,nc72952910,2018-01-12T04:17:03.448Z,"7km NW of The Geysers, CA",earthquake,0.76,3.02,,1,automatic,nc,nc
2018-01-12T04:04:19.090Z,36.8505,-121.4371667,4.47,0.99,md,26,88,0.04942,0.06,nc,nc72952915,2018-01-13T01:57:04.618Z,"4km W of Hollister, CA",earthquake,0.19,0.48,0.312,22,reviewed,nc,nc
2018-01-12T04:02:36.240Z,36.8556667,-121.4395,4.46,1.26,md,32,71,0.0477,0.12,nc,nc72952905,2018-01-17T11:40:04.413Z,"4km WNW of Hollister, CA",earthquake,0.22,0.66,0.207,28,reviewed,nc,nc
2018-01-12T04:02:30.077Z,65.5068,-149.9991,8.5,1.2,ml,,,,0.59,ak,ak18035335,2018-01-18T03:34:05.468Z,"63km NNE of Manley Hot Springs, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2018-01-12T03:50:35.252Z,51.8201,178.6004,95.2,2.7,ml,,,,0.32,ak,ak18035297,2018-01-18T03:34:05.033Z,"15km SSE of Little Sitkin Island, Alaska",earthquake,,1,,,reviewed,ak,ak
2018-01-12T03:46:25.750Z,44.6668333,-110.7631667,2.7,0.07,md,4,180,0.07589,0.08,uu,uu60264982,2018-01-12T16:18:34.970Z,"23km NNE of Old Faithful Geyser, Wyoming",earthquake,1.24,6.61,0.138,2,reviewed,uu,uu
2018-01-12T03:41:30.381Z,38.1299,-118.3693,12,-0.1,ml,4,310.39,0.162,0.0139,nn,nn00617932,2018-01-13T02:37:09.674Z,"49km SSE of Hawthorne, Nevada",earthquake,,8.5,0.19,3,reviewed,nn,nn
2018-01-12T03:40:50.940Z,38.4892,70.0164,15.77,4.9,mb,,62,0.808,0.96,us,us2000ciq8,2018-01-12T06:28:41.905Z,"34km SSE of Roghun, Tajikistan",earthquake,5,4.3,0.075,60,reviewed,us,us
2018-01-12T03:35:18.160Z,44.6441667,-110.7516667,4.93,0.83,ml,6,135,0.07358,0.17,uu,uu60264977,2018-01-12T16:06:39.360Z,"21km NNE of Old Faithful Geyser, Wyoming",earthquake,0.75,1.49,0.303,2,reviewed,uu,uu
2018-01-12T03:14:34.106Z,65.1478,-155.8128,14.7,0.9,ml,,,,0.69,ak,ak18089455,2018-01-23T00:37:07.902Z,"48km NNW of Ruby, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2018-01-12T03:06:58.090Z,38.8349991,-122.7861633,1.87,0.89,md,13,90,0.004717,0.03,nc,nc72952890,2018-01-12T03:08:39.749Z,"6km WNW of Cobb, CA",earthquake,0.32,0.51,,2,automatic,nc,nc
2018-01-12T03:06:44.622Z,63.5526,-147.7184,65.9,1.1,ml,,,,0.66,ak,ak18089454,2018-01-18T03:34:04.148Z,"64km ENE of Cantwell, Alaska",earthquake,,1,,,reviewed,ak,ak
2018-01-12T02:54:14.880Z,47.8085,-114.2083333,2.74,-0.82,md,4,150,0.08,0.03,mb,mb80277584,2018-01-12T16:04:10.850Z,"13km NNW of Polson, Montana",earthquake,0.4,0.6,,1,reviewed,mb,mb
2018-01-12T02:51:26.990Z,44.6676667,-110.7638333,4.36,0.31,md,8,109,0.07555,0.16,uu,uu60264972,2018-01-12T23:24:15.010Z,"23km NNE of Old Faithful Geyser, Wyoming",earthquake,0.99,1.64,0.214,4,reviewed,uu,uu
2018-01-12T02:50:56.830Z,38.7960014,-122.7281647,1.72,0.81,md,7,150,0.009898,0.01,nc,nc72952875,2018-01-12T02:52:36.535Z,"3km S of Cobb, CA",earthquake,0.69,0.76,0.18,2,automatic,nc,nc
2018-01-12T02:50:42.660Z,44.6505,-110.7476667,7.4,0.84,ml,8,95,0.07858,0.12,uu,uu60264967,2018-01-12T16:03:01.370Z,"22km NNE of Old Faithful Geyser, Wyoming",earthquake,0.48,1.09,0.3,2,reviewed,uu,uu
2018-01-12T02:47:13.920Z,19.232,-64.704,55,3.43,md,5,341,1.6598,0.38,pr,pr2018012003,2018-01-31T04:00:35.040Z,"81km N of Road Town, British Virgin Islands",earthquake,6.02,23.11,0.06,4,reviewed,pr,pr
2018-01-12T02:47:07.770Z,38.8121667,-122.8216667,3.44,1.29,md,43,68,0.00673,0.08,nc,nc72952870,2018-01-17T11:14:02.606Z,"7km NW of The Geysers, CA",earthquake,0.23,0.28,0.221,13,reviewed,nc,nc
2018-01-12T02:45:51.990Z,19.0798,-64.508,46,3.06,md,8,343,1.754,0.37,pr,pr2018012002,2018-01-31T03:48:14.040Z,"74km N of Road Town, British Virgin Islands",earthquake,6.17,23.82,0.37,2,reviewed,pr,pr
2018-01-12T02:43:43.540Z,40.7078333,-111.6146667,8.45,0.71,ml,9,99,0.1043,0.07,uu,uu60264962,2018-01-12T17:17:12.560Z,"4km S of Summit Park, Utah",earthquake,0.4,1.82,0.047,2,reviewed,uu,uu
2018-01-12T02:41:55.350Z,44.7831667,-111.0461667,7.36,-0.08,md,5,185,0.03715,0.06,uu,uu60014504,2018-01-12T19:32:24.960Z,"14km NNE of West Yellowstone, Montana",earthquake,1.39,0.99,0.277,4,reviewed,uu,uu
2018-01-12T02:41:17.620Z,44.6533333,-110.7513333,6.32,0.82,ml,11,93,0.0774,0.16,uu,uu60014494,2018-01-12T19:17:24.650Z,"22km NNE of Old Faithful Geyser, Wyoming",earthquake,0.47,1.4,0.28,2,reviewed,uu,uu
2018-01-12T02:41:04.370Z,44.6608333,-110.7565,2.61,0.01,ml,5,192,0.07613,0.08,uu,uu60014499,2018-01-12T19:27:45.420Z,"22km NNE of Old Faithful Geyser, Wyoming",earthquake,1.68,6.6,0.268,2,reviewed,uu,uu
2018-01-12T02:40:26.040Z,33.4861667,-116.785,4.51,0.17,ml,16,105,0.02727,0.12,ci,ci38085400,2018-01-12T17:10:35.636Z,"9km ENE of Aguanga, CA",earthquake,0.22,0.39,0.106,3,reviewed,ci,ci
2018-01-12T02:40:03.650Z,44.6536667,-110.7515,2.17,0.05,ml,5,123,0.07744,0.14,uu,uu60264952,2018-01-12T19:11:44.450Z,"22km NNE of Old Faithful Geyser, Wyoming",earthquake,0.68,31.61,0.291,2,reviewed,uu,uu
2018-01-12T02:38:16.590Z,44.659,-110.7571667,2.54,0.22,ml,5,130,0.07649,0.12,uu,uu60014489,2018-01-12T19:05:31.710Z,"22km NNE of Old Faithful Geyser, Wyoming",earthquake,0.91,31.61,0.288,2,reviewed,uu,uu
2018-01-12T02:38:11.480Z,44.6608333,-110.7548333,2.11,0.05,ml,5,130,0.07526,0.11,uu,uu60264947,2018-01-12T19:01:54.640Z,"23km NNE of Old Faithful Geyser, Wyoming",earthquake,0.72,31.61,0.221,2,reviewed,uu,uu
2018-01-12T02:37:49.250Z,44.6591667,-110.7586667,2.26,-0.02,md,4,192,0.07567,0.08,uu,uu60264942,2018-01-12T16:48:16.120Z,"22km NNE of Old Faithful Geyser, Wyoming",earthquake,0.9,31.61,0.3,4,reviewed,uu,uu
2018-01-12T02:37:00.150Z,44.6613333,-110.758,2.14,0.46,md,7,113,0.07658,0.12,uu,uu60014484,2018-01-12T16:44:04.710Z,"23km NNE of Old Faithful Geyser, Wyoming",earthquake,0.57,31.61,0.23,5,reviewed,uu,uu
2018-01-12T02:36:48.920Z,44.6523333,-110.7495,2.48,0.04,md,5,206,0.07814,0.12,uu,uu60014479,2018-01-12T16:41:28.210Z,"22km NNE of Old Faithful Geyser, Wyoming",earthquake,1.35,31.61,0.1,3,reviewed,uu,uu
2018-01-12T02:35:43.620Z,44.6578333,-110.7566667,3.38,0.38,md,8,118,0.0762,0.13,uu,uu60014474,2018-01-12T16:38:21.030Z,"22km NNE of Old Faithful Geyser, Wyoming",earthquake,0.53,3.51,0.038,3,reviewed,uu,uu
2018-01-12T02:35:29.280Z,44.6583333,-110.7533333,5.32,0.63,md,7,197,0.07626,0.16,uu,uu60264937,2018-01-12T16:33:41.310Z,"22km NNE of Old Faithful Geyser, Wyoming",earthquake,1.08,2.61,0.341,4,reviewed,uu,uu
2018-01-12T02:33:39.680Z,44.6616667,-110.7575,2.25,-0.26,md,4,190,0.07609,0.09,uu,uu60014469,2018-01-12T16:25:54.380Z,"23km NNE of Old Faithful Geyser, Wyoming",earthquake,0.91,31.61,0.27,4,reviewed,uu,uu
2018-01-12T02:33:33.500Z,44.661,-110.7605,2.22,-0.46,md,4,189,0.07557,0.11,uu,uu60014464,2018-01-12T16:49:21.330Z,"22km NNE of Old Faithful Geyser, Wyoming",earthquake,1.12,31.61,0.192,4,reviewed,uu,uu
2018-01-12T02:32:59.890Z,17.9425,-67.191,22,1.48,md,3,304,0.1035,0.17,pr,pr2018012001,2018-01-12T04:27:58.429Z,"3km S of Pole Ojea, Puerto Rico",earthquake,3.02,1.94,0.16,2,reviewed,pr,pr
2018-01-12T02:32:56.180Z,44.6548333,-110.753,4.81,0.23,md,8,121,0.07702,0.13,uu,uu60264932,2018-01-12T16:19:02.490Z,"22km NNE of Old Faithful Geyser, Wyoming",earthquake,0.46,1.07,0.046,5,reviewed,uu,uu
2018-01-12T02:11:19.030Z,65.6434,-145.0162,13.2,2,ml,,,,0.59,ak,ak18034929,2018-01-23T00:37:07.368Z,"24km NW of Circle Hot Springs Station, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2018-01-12T02:11:03.700Z,38.4183333,-112.8461667,5.24,0.72,md,8,177,0.04214,0.09,uu,uu60264927,2018-01-12T17:12:02.170Z,"14km E of Milford, Utah",earthquake,0.62,1.08,0.469,4,reviewed,uu,uu
2018-01-12T02:09:26.730Z,19.9725,-155.5931667,10.59,1.73,md,11,134,0.1136,0.27,hv,hv70012157,2018-01-12T20:06:51.260Z,"9km SE of Waimea, Hawaii",earthquake,1.24,1.24,0.06,4,reviewed,hv,hv
2018-01-12T02:07:13.310Z,46.8978333,-112.5196667,11.75,1.01,ml,9,110,0.11,0.1,mb,mb80277564,2018-01-12T15:11:13.470Z,"13km ESE of Lincoln, Montana",earthquake,0.52,0.6,0.083,2,reviewed,mb,mb
2018-01-12T01:55:40.955Z,61.2722,-146.7952,12.7,1.6,ml,,,,0.65,ak,ak18034621,2018-01-18T03:34:03.151Z,"28km WNW of Valdez, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2018-01-12T01:49:07.920Z,1.7672,126.4043,30.43,4.6,mb,,67,1.379,0.64,us,us2000cipm,2018-01-31T03:41:48.040Z,"140km ENE of Bitung, Indonesia",earthquake,7.9,4.7,0.088,39,reviewed,us,us
2018-01-12T01:45:35.045Z,36.9322,-114.0272,8.2,0.7,ml,6,124.45,0.233,0.1894,nn,nn00617930,2018-01-13T02:37:08.218Z,"9km WNW of Beaver Dam, Arizona",earthquake,,13.9,0.14,2,reviewed,nn,nn
2018-01-12T01:41:53.230Z,38.838665,-122.8304977,1.8,0.81,md,7,104,0.003897,0.03,nc,nc72952865,2018-01-12T01:56:02.153Z,"9km NW of The Geysers, CA",earthquake,0.46,1.2,0.24,2,automatic,nc,nc
2018-01-12T01:32:38.380Z,32.5478333,-117.0305,11.23,1.19,ml,21,127,0.0426,0.15,ci,ci38085392,2018-01-12T15:38:18.076Z,"1km ESE of San Ysidro, CA",earthquake,0.31,0.38,0.162,10,reviewed,ci,ci
2018-01-12T01:31:24.920Z,44.6556667,-110.7538333,5.43,0.57,ml,10,120,0.07689,0.16,uu,uu60264922,2018-01-12T16:14:24.380Z,"22km NNE of Old Faithful Geyser, Wyoming",earthquake,0.62,1.71,0.33,2,reviewed,uu,uu
2018-01-12T01:24:12.823Z,68.7763,-143.9516,9.8,1.3,ml,,,,0.69,ak,ak18089451,2018-01-23T00:37:06.908Z,"97km NE of Arctic Village, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2018-01-12T01:22:40.960Z,35.683,-120.9833333,-0.35,1.54,md,30,93,0.1037,0.08,nc,nc72952860,2018-01-12T03:27:05.234Z,"11km WSW of Lake Nacimiento, CA",quarry blast,0.18,31.61,0.356,14,reviewed,nc,nc
2018-01-12T01:21:51.100Z,37.578,-118.833,2.61,0.67,md,9,263,0.0124,0.02,nc,nc72952855,2018-01-12T03:09:30.278Z,"14km W of Toms Place, CA",earthquake,1.71,2.09,0.161,9,reviewed,nc,nc
2018-01-12T01:20:34.173Z,38.4792,-118.3795,1.7,0.2,ml,5,141.58,0.055,0.0516,nn,nn00619121,2018-01-22T19:28:25.704Z,"21km ESE of Hawthorne, Nevada",earthquake,,5.5,0.23,2,reviewed,nn,nn
2018-01-12T01:19:01.275Z,36.7704,-116.0109,4.9,-0.1,ml,8,251.27,0.047,0.1426,nn,nn00617929,2018-01-13T02:37:06.113Z,"62km N of Pahrump, Nevada",earthquake,,3.1,0.19,5,reviewed,nn,nn
2018-01-12T01:16:01.860Z,37.4685,-118.8431667,0.45,1.05,md,29,123,0.1218,0.07,nc,nc72952845,2018-01-12T17:21:04.568Z,"18km SW of Toms Place, CA",earthquake,0.29,31.61,0.204,24,reviewed,nc,nc
2018-01-12T01:08:31.824Z,60.9702,-150.5772,41.3,1.2,ml,,,,0.36,ak,ak18089450,2018-01-18T03:34:02.274Z,"45km SW of Anchorage, Alaska",earthquake,,1,,,reviewed,ak,ak
